,code
1872,sz300444
1873,sz300445
1874,sz300446
1875,sz300447
1876,sz300448
1877,sz300449
1878,sz300450
1879,sz300451
1880,sz300452
1881,sz300453
1882,sz300454
1883,sz300455
1884,sz300456
1885,sz300457
1886,sz300458
1887,sz300459
1888,sz300460
1889,sz300461
1890,sz300462
1891,sz300463
1892,sz300464
1893,sz300465
1894,sz300466
1895,sz300467
1896,sz300468
1897,sz300469
1898,sz300470
1899,sz300471
1900,sz300472
1901,sz300473
1902,sz300474
1903,sz300475
1904,sz300476
1905,sz300477
1906,sz300478
1907,sz300479
1908,sz300480
1909,sz300481
1910,sz300482
1911,sz300483
1912,sz300484
1913,sz300485
1914,sz300486
1915,sz300487
1916,sz300488
1917,sz300489
1918,sz300490
1919,sz300491
1920,sz300492
1921,sz300493
1922,sz300494
1923,sz300495
1924,sz300496
1925,sz300497
1926,sz300498
1927,sz300499
1928,sz300500
1929,sz300501
1930,sz300502
1931,sz300503
1932,sz300504
1933,sz300505
1934,sz300506
1935,sz300507
1936,sz300508
1937,sz300509
1938,sz300510
1939,sz300511
1940,sz300512
1941,sz300513
1942,sz300514
1943,sz300515
1944,sz300516
1945,sz300517
1946,sz300518
1947,sz300519
1948,sz300520
1949,sz300521
1950,sz300522
1951,sz300523
1952,sz300525
1953,sz300526
1954,sz300527
1955,sz300528
1956,sz300529
1957,sz300530
1958,sz300531
1959,sz300532
1960,sz300533
1961,sz300534
1962,sz300535
1963,sz300536
1964,sz300537
1965,sz300538
1966,sz300539
1967,sz300540
1968,sz300541
1969,sz300542
1970,sz300543
1971,sz300545
1972,sz300546
1973,sz300547
1974,sz300548
1975,sz300549
1976,sz300550
1977,sz300551
1978,sz300552
1979,sz300553
1980,sz300554
1981,sz300555
1982,sz300556
1983,sz300557
1984,sz300558
1985,sz300559
1986,sz300560
1987,sz300561
1988,sz300562
1989,sz300563
1990,sz300565
1991,sz300566
1992,sz300567
1993,sz300568
1994,sz300569
1995,sz300570
1996,sz300571
1997,sz300572
1998,sz300573
1999,sz300575
2000,sz300576
2001,sz300577
2002,sz300578
2003,sz300579
2004,sz300580
2005,sz300581
2006,sz300582
2007,sz300583
2008,sz300584
2009,sz300585
2010,sz300586
2011,sz300587
2012,sz300588
2013,sz300589
2014,sz300590
2015,sz300591
2016,sz300592
2017,sz300593
2018,sz300594
2019,sz300595
2020,sz300596
2021,sz300597
2022,sz300598
2023,sz300599
2024,sz300600
2025,sz300601
2026,sz300602
2027,sz300603
2028,sz300604
2029,sz300605
2030,sz300606
2031,sz300607
2032,sz300608
2033,sz300609
2034,sz300610
2035,sz300611
2036,sz300612
2037,sz300613
2038,sz300615
2039,sz300616
2040,sz300617
2041,sz300618
2042,sz300619
2043,sz300620
2044,sz300621
2045,sz300622
2046,sz300623
2047,sz300624
2048,sz300625
2049,sz300626
2050,sz300627
2051,sz300628
2052,sz300629
2053,sz300630
2054,sz300631
2055,sz300632
2056,sz300633
2057,sz300634
2058,sz300635
2059,sz300636
2060,sz300637
2061,sz300638
2062,sz300639
2063,sz300640
2064,sz300641
2065,sz300642
2066,sz300643
2067,sz300644
2068,sz300645
2069,sz300647
2070,sz300648
2071,sz300649
2072,sz300650
2073,sz300651
2074,sz300652
2075,sz300653
2076,sz300654
2077,sz300655
2078,sz300656
2079,sz300657
2080,sz300658
2081,sz300659
2082,sz300660
2083,sz300661
2084,sz300662
2085,sz300663
2086,sz300664
2087,sz300665
2088,sz300666
2089,sz300667
2090,sz300668
2091,sz300669
2092,sz300670
2093,sz300671
2094,sz300672
2095,sz300673
2096,sz300674
2097,sz300675
2098,sz300676
2099,sz300677
2100,sz300678
2101,sz300679
2102,sz300680
2103,sz300681
2104,sz300682
2105,sz300683
2106,sz300684
2107,sz300685
2108,sz300686
2109,sz300687
2110,sz300688
2111,sz300689
2112,sz300690
2113,sz300691
2114,sz300692
2115,sz300693
2116,sz300694
2117,sz300695
2118,sz300696
2119,sz300697
2120,sz300698
2121,sz300699
2122,sz300700
2123,sz300701
2124,sz300702
2125,sz300703
2126,sz300705
2127,sz300706
2128,sz300707
2129,sz300708
2130,sz300709
2131,sz300710
2132,sz300711
2133,sz300712
2134,sz300713
2135,sz300715
2136,sz300716
2137,sz300717
2138,sz300718
2139,sz300719
2140,sz300720
2141,sz300721
2142,sz300722
2143,sz300723
2144,sz300724
2145,sz300725
2146,sz300726
2147,sz300727
2148,sz300729
2149,sz300730
2150,sz300731
2151,sz300732
2152,sz300733
2153,sz300735
2154,sz300736
2155,sz300737
2156,sz300738
2157,sz300739
2158,sz300740
2159,sz300741
2160,sz300742
2161,sz300743
2162,sz300745
2163,sz300746
2164,sz300747
2165,sz300748
2166,sz300749
2167,sz300750
2168,sz300751
2169,sz300752
2170,sz300753
2171,sz300755
2172,sz300756
2173,sz300757
2174,sz300758
2175,sz300759
2176,sz300760
2177,sz300761
2178,sz300762
2179,sz300763
2180,sz300765
2181,sz300766
2182,sz300767
2183,sz300768
2184,sz300769
2185,sz300770
2186,sz300771
2187,sz300772
2188,sz300773
2189,sz300775
2190,sz300776
2191,sz300777
2192,sz300778
2193,sz300779
2194,sz300780
2195,sz300781
2196,sz300782
2197,sz300783
2198,sz300785
2199,sz300786
2200,sz300788
2201,sh600000
2202,sh600001
2203,sh600002
2204,sh600003
2205,sh600004
2206,sh600005
2207,sh600006
2208,sh600007
2209,sh600008
2210,sh600009
2211,sh600010
2212,sh600011
2213,sh600012
2214,sh600015
2215,sh600016
2216,sh600017
2217,sh600018
2218,sh600019
2219,sh600020
2220,sh600021
2221,sh600022
2222,sh600023
2223,sh600025
2224,sh600026
2225,sh600027
2226,sh600028
2227,sh600029
2228,sh600030
2229,sh600031
2230,sh600033
2231,sh600035
2232,sh600036
2233,sh600037
2234,sh600038
2235,sh600039
2236,sh600048
2237,sh600050
2238,sh600051
2239,sh600052
2240,sh600053
2241,sh600054
2242,sh600055
2243,sh600056
2244,sh600057
2245,sh600058
2246,sh600059
2247,sh600060
2248,sh600061
2249,sh600062
2250,sh600063
2251,sh600064
2252,sh600065
2253,sh600066
2254,sh600067
2255,sh600068
2256,sh600069
2257,sh600070
2258,sh600071
2259,sh600072
2260,sh600073
2261,sh600074
2262,sh600075
2263,sh600076
2264,sh600077
2265,sh600078
2266,sh600079
2267,sh600080
2268,sh600081
2269,sh600082
2270,sh600083
2271,sh600084
2272,sh600085
2273,sh600086
2274,sh600087
2275,sh600088
2276,sh600089
2277,sh600090
2278,sh600091
2279,sh600092
2280,sh600093
2281,sh600094
2282,sh600095
2283,sh600096
2284,sh600097
2285,sh600098
2286,sh600099
2287,sh600100
2288,sh600101
2289,sh600102
2290,sh600103
2291,sh600104
2292,sh600105
2293,sh600106
2294,sh600107
2295,sh600108
2296,sh600109
2297,sh600110
2298,sh600111
2299,sh600112
2300,sh600113
2301,sh600114
2302,sh600115
2303,sh600116
2304,sh600117
2305,sh600118
2306,sh600119
2307,sh600120
2308,sh600121
2309,sh600122
2310,sh600123
2311,sh600125
2312,sh600126
2313,sh600127
2314,sh600128
2315,sh600129
2316,sh600130
2317,sh600131
2318,sh600132
2319,sh600133
2320,sh600135
2321,sh600136
2322,sh600137
2323,sh600138
2324,sh600139
2325,sh600141
2326,sh600143
2327,sh600145
2328,sh600146
2329,sh600148
2330,sh600149
2331,sh600150
2332,sh600151
2333,sh600152
2334,sh600153
2335,sh600155
2336,sh600156
2337,sh600157
2338,sh600158
2339,sh600159
2340,sh600160
2341,sh600161
2342,sh600162
2343,sh600163
2344,sh600165
2345,sh600166
2346,sh600167
2347,sh600168
2348,sh600169
2349,sh600170
2350,sh600171
2351,sh600172
2352,sh600173
2353,sh600175
2354,sh600176
2355,sh600177
2356,sh600178
2357,sh600179
2358,sh600180
2359,sh600181
2360,sh600182
2361,sh600183
2362,sh600184
2363,sh600185
2364,sh600186
2365,sh600187
2366,sh600188
2367,sh600189
2368,sh600190
2369,sh600191
2370,sh600192
2371,sh600193
2372,sh600195
2373,sh600196
2374,sh600197
2375,sh600198
2376,sh600199
2377,sh600200
2378,sh600201
2379,sh600202
2380,sh600203
2381,sh600205
2382,sh600206
2383,sh600207
2384,sh600208
2385,sh600209
2386,sh600210
2387,sh600211
2388,sh600212
2389,sh600213
2390,sh600215
2391,sh600216
2392,sh600217
2393,sh600218
2394,sh600219
2395,sh600220
2396,sh600221
2397,sh600222
2398,sh600223
2399,sh600225
2400,sh600226
2401,sh600227
2402,sh600228
2403,sh600229
2404,sh600230
2405,sh600231
2406,sh600232
2407,sh600233
2408,sh600234
2409,sh600235
2410,sh600236
2411,sh600237
2412,sh600238
2413,sh600239
2414,sh600240
2415,sh600241
2416,sh600242
2417,sh600243
2418,sh600246
2419,sh600247
2420,sh600248
2421,sh600249
2422,sh600250
2423,sh600251
2424,sh600252
2425,sh600253
2426,sh600255
2427,sh600256
2428,sh600257
2429,sh600258
2430,sh600259
2431,sh600260
2432,sh600261
2433,sh600262
2434,sh600263
2435,sh600265
2436,sh600266
2437,sh600267
2438,sh600268
2439,sh600269
2440,sh600270
2441,sh600271
2442,sh600272
2443,sh600273
2444,sh600275
2445,sh600276
2446,sh600277
2447,sh600278
2448,sh600279
2449,sh600280
2450,sh600281
2451,sh600282
2452,sh600283
2453,sh600284
2454,sh600285
2455,sh600286
2456,sh600287
2457,sh600288
2458,sh600289
2459,sh600290
2460,sh600291
2461,sh600292
2462,sh600293
2463,sh600295
2464,sh600296
2465,sh600297
2466,sh600298
2467,sh600299
2468,sh600300
2469,sh600301
2470,sh600302
2471,sh600303
2472,sh600305
2473,sh600306
2474,sh600307
2475,sh600308
2476,sh600309
2477,sh600310
2478,sh600311
2479,sh600312
2480,sh600313
2481,sh600315
2482,sh600316
2483,sh600317
2484,sh600318
2485,sh600319
2486,sh600320
2487,sh600321
2488,sh600322
2489,sh600323
2490,sh600325
2491,sh600326
2492,sh600327
2493,sh600328
2494,sh600329
2495,sh600330
2496,sh600331
2497,sh600332
2498,sh600333
2499,sh600335
2500,sh600336
2501,sh600337
2502,sh600338
2503,sh600339
2504,sh600340
2505,sh600343
2506,sh600345
2507,sh600346
2508,sh600348
2509,sh600350
2510,sh600351
2511,sh600352
2512,sh600353
2513,sh600354
2514,sh600355
2515,sh600356
2516,sh600357
2517,sh600358
2518,sh600359
2519,sh600360
2520,sh600361
2521,sh600362
2522,sh600363
2523,sh600365
2524,sh600366
2525,sh600367
2526,sh600368
2527,sh600369
2528,sh600370
2529,sh600371
2530,sh600372
2531,sh600373
2532,sh600375
2533,sh600376
2534,sh600377
2535,sh600378
2536,sh600379
2537,sh600380
2538,sh600381
2539,sh600382
2540,sh600383
2541,sh600385
2542,sh600386
2543,sh600387
2544,sh600388
2545,sh600389
2546,sh600390
2547,sh600391
2548,sh600392
2549,sh600393
2550,sh600395
2551,sh600396
2552,sh600397
2553,sh600398
2554,sh600399
2555,sh600400
2556,sh600401
2557,sh600403
2558,sh600405
2559,sh600406
2560,sh600408
2561,sh600409
2562,sh600410
2563,sh600415
2564,sh600416
2565,sh600418
2566,sh600419
2567,sh600420
2568,sh600421
2569,sh600422
2570,sh600423
2571,sh600425
2572,sh600426
2573,sh600428
2574,sh600429
2575,sh600432
2576,sh600433
2577,sh600435
2578,sh600436
2579,sh600438
2580,sh600439
2581,sh600444
2582,sh600446
2583,sh600448
2584,sh600449
2585,sh600452
2586,sh600455
2587,sh600456
2588,sh600458
2589,sh600459
2590,sh600460
2591,sh600461
2592,sh600462
2593,sh600463
2594,sh600466
2595,sh600467
2596,sh600468
2597,sh600469
2598,sh600470
2599,sh600472
2600,sh600475
2601,sh600476
2602,sh600477
2603,sh600478
2604,sh600479
2605,sh600480
2606,sh600481
2607,sh600482
2608,sh600483
2609,sh600485
2610,sh600486
2611,sh600487
2612,sh600488
2613,sh600489
2614,sh600490
2615,sh600491
2616,sh600493
2617,sh600495
2618,sh600496
2619,sh600497
2620,sh600498
2621,sh600499
2622,sh600500
2623,sh600501
2624,sh600502
2625,sh600503
2626,sh600505
2627,sh600506
2628,sh600507
2629,sh600508
2630,sh600509
2631,sh600510
2632,sh600511
2633,sh600512
2634,sh600513
2635,sh600515
2636,sh600516
2637,sh600517
2638,sh600518
2639,sh600519
2640,sh600520
2641,sh600521
2642,sh600522
2643,sh600523
2644,sh600525
2645,sh600526
2646,sh600527
2647,sh600528
2648,sh600529
2649,sh600530
2650,sh600531
2651,sh600532
2652,sh600533
2653,sh600535
2654,sh600536
2655,sh600537
2656,sh600538
2657,sh600539
2658,sh600540
2659,sh600543
2660,sh600545
2661,sh600546
2662,sh600547
2663,sh600548
2664,sh600549
2665,sh600550
2666,sh600551
2667,sh600552
2668,sh600553
2669,sh600555
2670,sh600556
2671,sh600557
2672,sh600558
2673,sh600559
2674,sh600560
2675,sh600561
2676,sh600562
2677,sh600563
2678,sh600565
2679,sh600566
2680,sh600567
2681,sh600568
2682,sh600569
2683,sh600570
2684,sh600571
2685,sh600572
2686,sh600573
2687,sh600575
2688,sh600576
2689,sh600577
2690,sh600578
2691,sh600579
2692,sh600580
2693,sh600581
2694,sh600582
2695,sh600583
2696,sh600584
2697,sh600585
2698,sh600586
2699,sh600587
2700,sh600588
2701,sh600589
2702,sh600590
2703,sh600591
2704,sh600592
2705,sh600593
2706,sh600594
2707,sh600595
2708,sh600596
2709,sh600597
2710,sh600598
2711,sh600599
2712,sh600600
2713,sh600601
2714,sh600602
2715,sh600603
2716,sh600604
2717,sh600605
2718,sh600606
2719,sh600607
2720,sh600608
2721,sh600609
2722,sh600610
2723,sh600611
2724,sh600612
2725,sh600613
2726,sh600614
2727,sh600615
2728,sh600616
2729,sh600617
2730,sh600618
2731,sh600619
2732,sh600620
2733,sh600621
2734,sh600622
2735,sh600623
2736,sh600624
2737,sh600626
2738,sh600627
2739,sh600628
2740,sh600629
2741,sh600630
2742,sh600631
2743,sh600633
2744,sh600634
2745,sh600635
2746,sh600636
2747,sh600637
2748,sh600638
2749,sh600639
2750,sh600640
2751,sh600641
2752,sh600642
2753,sh600643
2754,sh600644
2755,sh600645
2756,sh600647
2757,sh600648
2758,sh600649
2759,sh600650
2760,sh600651
2761,sh600652
2762,sh600653
2763,sh600654
2764,sh600655
2765,sh600656
2766,sh600657
2767,sh600658
2768,sh600659
2769,sh600660
2770,sh600661
2771,sh600662
2772,sh600663
2773,sh600664
2774,sh600665
2775,sh600666
2776,sh600667
2777,sh600668
2778,sh600671
2779,sh600672
2780,sh600673
2781,sh600674
2782,sh600675
2783,sh600676
2784,sh600677
2785,sh600678
2786,sh600679
2787,sh600680
2788,sh600681
2789,sh600682
2790,sh600683
2791,sh600684
2792,sh600685
2793,sh600686
2794,sh600687
2795,sh600688
2796,sh600689
2797,sh600690
2798,sh600691
2799,sh600692
2800,sh600693
2801,sh600694
2802,sh600695
2803,sh600696
2804,sh600697
2805,sh600698
2806,sh600699
2807,sh600700
2808,sh600701
2809,sh600702
2810,sh600703
2811,sh600704
2812,sh600705
2813,sh600706
2814,sh600707
2815,sh600708
2816,sh600710
2817,sh600711
2818,sh600712
2819,sh600713
2820,sh600714
2821,sh600715
2822,sh600716
2823,sh600717
2824,sh600718
2825,sh600719
2826,sh600720
2827,sh600721
2828,sh600722
2829,sh600723
2830,sh600724
2831,sh600725
2832,sh600726
2833,sh600727
2834,sh600728
2835,sh600729
2836,sh600730
2837,sh600731
2838,sh600732
2839,sh600733
2840,sh600734
2841,sh600735
2842,sh600736
2843,sh600737
2844,sh600738
2845,sh600739
2846,sh600740
2847,sh600741
2848,sh600742
2849,sh600743
2850,sh600744
2851,sh600745
2852,sh600746
2853,sh600747
2854,sh600748
2855,sh600749
2856,sh600750
2857,sh600751
2858,sh600752
2859,sh600753
2860,sh600754
2861,sh600755
2862,sh600756
2863,sh600757
2864,sh600758
2865,sh600759
2866,sh600760
2867,sh600761
2868,sh600762
2869,sh600763
2870,sh600764
2871,sh600765
2872,sh600766
2873,sh600767
2874,sh600768
2875,sh600769
2876,sh600770
2877,sh600771
2878,sh600772
2879,sh600773
2880,sh600774
2881,sh600775
2882,sh600776
2883,sh600777
2884,sh600778
2885,sh600779
2886,sh600780
2887,sh600781
2888,sh600782
2889,sh600783
2890,sh600784
2891,sh600785
2892,sh600786
2893,sh600787
2894,sh600788
2895,sh600789
2896,sh600790
2897,sh600791
2898,sh600792
2899,sh600793
2900,sh600794
2901,sh600795
2902,sh600796
2903,sh600797
2904,sh600798
2905,sh600799
2906,sh600800
2907,sh600801
2908,sh600802
2909,sh600803
2910,sh600804
2911,sh600805
2912,sh600806
2913,sh600807
2914,sh600808
2915,sh600809
2916,sh600810
2917,sh600811
2918,sh600812
2919,sh600814
2920,sh600815
2921,sh600816
2922,sh600817
2923,sh600818
2924,sh600819
2925,sh600820
2926,sh600821
2927,sh600822
2928,sh600823
2929,sh600824
2930,sh600825
2931,sh600826
2932,sh600827
2933,sh600828
2934,sh600829
2935,sh600830
2936,sh600831
2937,sh600832
2938,sh600833
2939,sh600834
2940,sh600835
2941,sh600836
2942,sh600837
2943,sh600838
2944,sh600839
2945,sh600840
2946,sh600841
2947,sh600842
2948,sh600843
2949,sh600844
2950,sh600845
2951,sh600846
2952,sh600847
2953,sh600848
2954,sh600849
2955,sh600850
2956,sh600851
2957,sh600852
2958,sh600853
2959,sh600854
2960,sh600855
2961,sh600856
2962,sh600857
2963,sh600858
2964,sh600859
2965,sh600860
2966,sh600861
2967,sh600862
2968,sh600863
2969,sh600864
2970,sh600865
2971,sh600866
2972,sh600867
2973,sh600868
2974,sh600869
2975,sh600870
2976,sh600871
2977,sh600872
2978,sh600873
2979,sh600874
2980,sh600875
2981,sh600876
2982,sh600877
2983,sh600879
2984,sh600880
2985,sh600881
2986,sh600882
2987,sh600883
2988,sh600884
2989,sh600885
2990,sh600886
2991,sh600887
2992,sh600888
2993,sh600889
2994,sh600890
2995,sh600891
2996,sh600892
2997,sh600893
2998,sh600894
2999,sh600895
3000,sh600896
3001,sh600897
3002,sh600898
3003,sh600899
3004,sh600900
3005,sh600901
3006,sh600903
3007,sh600908
3008,sh600909
3009,sh600917
3010,sh600919
3011,sh600926
3012,sh600928
3013,sh600929
3014,sh600933
3015,sh600936
3016,sh600939
3017,sh600958
3018,sh600959
3019,sh600960
3020,sh600961
3021,sh600962
3022,sh600963
3023,sh600965
3024,sh600966
3025,sh600967
3026,sh600968
3027,sh600969
3028,sh600970
3029,sh600971
3030,sh600973
3031,sh600975
3032,sh600976
3033,sh600977
3034,sh600978
3035,sh600979
3036,sh600980
3037,sh600981
3038,sh600982
3039,sh600983
3040,sh600984
3041,sh600985
3042,sh600986
3043,sh600987
3044,sh600988
3045,sh600989
3046,sh600990
3047,sh600991
3048,sh600992
3049,sh600993
3050,sh600995
3051,sh600996
3052,sh600997
3053,sh600998
3054,sh600999
3055,sh601000
3056,sh601001
3057,sh601002
3058,sh601003
3059,sh601005
3060,sh601006
3061,sh601007
3062,sh601008
3063,sh601009
3064,sh601010
3065,sh601011
3066,sh601012
3067,sh601015
3068,sh601016
3069,sh601018
3070,sh601019
3071,sh601020
3072,sh601021
3073,sh601028
3074,sh601038
3075,sh601058
3076,sh601066
3077,sh601068
3078,sh601069
3079,sh601086
3080,sh601088
3081,sh601098
3082,sh601099
3083,sh601100
3084,sh601101
3085,sh601106
3086,sh601107
3087,sh601108
3088,sh601111
3089,sh601113
3090,sh601116
3091,sh601117
3092,sh601118
3093,sh601126
3094,sh601127
3095,sh601128
3096,sh601137
3097,sh601138
3098,sh601139
3099,sh601155
3100,sh601158
3101,sh601162
3102,sh601163
3103,sh601166
3104,sh601168
3105,sh601169
3106,sh601177
3107,sh601179
3108,sh601186
3109,sh601188
3110,sh601198
3111,sh601199
3112,sh601200
3113,sh601208
3114,sh601211
3115,sh601212
3116,sh601216
3117,sh601218
3118,sh601222
3119,sh601225
3120,sh601226
3121,sh601228
3122,sh601229
3123,sh601231
3124,sh601233
3125,sh601236
3126,sh601238
3127,sh601258
3128,sh601268
3129,sh601288
3130,sh601298
3131,sh601299
3132,sh601311
3133,sh601313
3134,sh601318
3135,sh601319
3136,sh601326
3137,sh601328
3138,sh601330
3139,sh601333
3140,sh601336
3141,sh601339
3142,sh601360
3143,sh601366
3144,sh601368
3145,sh601369
3146,sh601375
3147,sh601377
3148,sh601388
3149,sh601390
3150,sh601398
3151,sh601500
3152,sh601515
3153,sh601518
3154,sh601519
3155,sh601555
3156,sh601558
3157,sh601566
3158,sh601567
3159,sh601577
3160,sh601579
3161,sh601588
3162,sh601595
3163,sh601598
3164,sh601599
3165,sh601600
3166,sh601601
3167,sh601606
3168,sh601607
3169,sh601608
3170,sh601611
3171,sh601615
3172,sh601616
3173,sh601618
3174,sh601619
3175,sh601628
3176,sh601633
3177,sh601636
3178,sh601666
3179,sh601668
3180,sh601669
3181,sh601677
3182,sh601678
3183,sh601688
3184,sh601689
3185,sh601698
3186,sh601699
3187,sh601700
3188,sh601717
3189,sh601718
3190,sh601727
3191,sh601766
3192,sh601777
3193,sh601788
3194,sh601789
3195,sh601798
3196,sh601799
3197,sh601800
3198,sh601801
3199,sh601808
3200,sh601811
3201,sh601818
3202,sh601828
3203,sh601838
3204,sh601857
3205,sh601858
3206,sh601860
3207,sh601865
3208,sh601866
3209,sh601869
3210,sh601872
3211,sh601877
3212,sh601878
3213,sh601880
3214,sh601881
3215,sh601882
3216,sh601886
3217,sh601888
3218,sh601890
3219,sh601898
3220,sh601899
3221,sh601900
3222,sh601901
3223,sh601908
3224,sh601918
3225,sh601919
3226,sh601928
3227,sh601929
3228,sh601933
3229,sh601939
3230,sh601949
3231,sh601952
3232,sh601958
3233,sh601965
3234,sh601966
3235,sh601968
3236,sh601969
3237,sh601975
3238,sh601985
3239,sh601988
3240,sh601989
3241,sh601990
3242,sh601991
3243,sh601992
3244,sh601996
3245,sh601997
3246,sh601998
3247,sh601999
3248,sh603000
3249,sh603001
3250,sh603002
3251,sh603003
3252,sh603005
3253,sh603006
3254,sh603007
3255,sh603008
3256,sh603009
3257,sh603010
3258,sh603011
3259,sh603012
3260,sh603013
3261,sh603015
3262,sh603016
3263,sh603017
3264,sh603018
3265,sh603019
3266,sh603020
3267,sh603021
3268,sh603022
3269,sh603023
3270,sh603025
3271,sh603026
3272,sh603027
3273,sh603028
3274,sh603029
3275,sh603030
3276,sh603031
3277,sh603032
3278,sh603033
3279,sh603035
3280,sh603036
3281,sh603037
3282,sh603038
3283,sh603039
3284,sh603040
3285,sh603041
3286,sh603042
3287,sh603043
3288,sh603045
3289,sh603050
3290,sh603055
3291,sh603056
3292,sh603058
3293,sh603059
3294,sh603060
3295,sh603063
3296,sh603066
3297,sh603067
3298,sh603068
3299,sh603069
3300,sh603076
3301,sh603077
3302,sh603078
3303,sh603079
3304,sh603080
3305,sh603081
3306,sh603083
3307,sh603085
3308,sh603086
3309,sh603088
3310,sh603089
3311,sh603090
3312,sh603096
3313,sh603098
3314,sh603099
3315,sh603100
3316,sh603101
3317,sh603103
3318,sh603105
3319,sh603106
3320,sh603108
3321,sh603110
3322,sh603111
3323,sh603113
3324,sh603115
3325,sh603116
3326,sh603117
3327,sh603118
3328,sh603121
3329,sh603123
3330,sh603126
3331,sh603127
3332,sh603128
3333,sh603129
3334,sh603131
3335,sh603133
3336,sh603136
3337,sh603138
3338,sh603139
3339,sh603156
3340,sh603157
3341,sh603158
3342,sh603159
3343,sh603160
3344,sh603161
3345,sh603165
3346,sh603166
3347,sh603167
3348,sh603168
3349,sh603169
3350,sh603177
3351,sh603178
3352,sh603179
3353,sh603180
3354,sh603181
3355,sh603183
3356,sh603185
3357,sh603186
3358,sh603187
3359,sh603188
3360,sh603189
3361,sh603192
3362,sh603196
3363,sh603197
3364,sh603198
3365,sh603199
3366,sh603200
3367,sh603203
3368,sh603208
3369,sh603214
3370,sh603217
3371,sh603218
3372,sh603220
3373,sh603222
3374,sh603223
3375,sh603225
3376,sh603226
3377,sh603227
3378,sh603228
3379,sh603229
3380,sh603232
3381,sh603233
3382,sh603236
3383,sh603238
3384,sh603239
3385,sh603256
3386,sh603258
3387,sh603259
3388,sh603260
3389,sh603266
3390,sh603267
3391,sh603268
3392,sh603269
3393,sh603277
3394,sh603278
3395,sh603279
3396,sh603283
3397,sh603286
3398,sh603288
3399,sh603289
3400,sh603297
3401,sh603298
3402,sh603299
3403,sh603300
3404,sh603301
3405,sh603303
3406,sh603305
3407,sh603306
3408,sh603308
3409,sh603309
3410,sh603311
3411,sh603313
3412,sh603315
3413,sh603316
3414,sh603317
3415,sh603318
3416,sh603319
3417,sh603320
3418,sh603321
3419,sh603322
3420,sh603323
3421,sh603326
3422,sh603327
3423,sh603328
3424,sh603329
3425,sh603330
3426,sh603331
3427,sh603332
3428,sh603333
3429,sh603335
3430,sh603336
3431,sh603337
3432,sh603338
3433,sh603339
3434,sh603345
3435,sh603348
3436,sh603351
3437,sh603355
3438,sh603356
3439,sh603357
3440,sh603358
3441,sh603359
3442,sh603360
3443,sh603363
3444,sh603365
3445,sh603366
3446,sh603367
3447,sh603368
3448,sh603369
3449,sh603377
3450,sh603378
3451,sh603379
3452,sh603380
3453,sh603383
3454,sh603385
3455,sh603386
3456,sh603387
3457,sh603388
3458,sh603389
3459,sh603393
3460,sh603396
3461,sh603398
3462,sh603399
3463,sh603416
3464,sh603421
3465,sh603429
3466,sh603444
3467,sh603456
3468,sh603458
3469,sh603466
3470,sh603477
3471,sh603486
3472,sh603488
3473,sh603496
3474,sh603499
3475,sh603500
3476,sh603501
3477,sh603505
3478,sh603506
3479,sh603507
3480,sh603508
3481,sh603515
3482,sh603516
3483,sh603517
3484,sh603518
3485,sh603519
3486,sh603520
3487,sh603527
3488,sh603528
3489,sh603530
3490,sh603533
3491,sh603535
3492,sh603536
3493,sh603538
3494,sh603555
3495,sh603556
3496,sh603557
3497,sh603558
3498,sh603559
3499,sh603566
3500,sh603567
3501,sh603568
3502,sh603569
3503,sh603577
3504,sh603578
3505,sh603579
3506,sh603580
3507,sh603583
3508,sh603585
3509,sh603586
3510,sh603587
3511,sh603588
3512,sh603589
3513,sh603590
3514,sh603595
3515,sh603596
3516,sh603598
3517,sh603599
3518,sh603600
3519,sh603601
3520,sh603602
3521,sh603603
3522,sh603605
3523,sh603606
3524,sh603607
3525,sh603608
3526,sh603609
3527,sh603611
3528,sh603612
3529,sh603613
3530,sh603615
3531,sh603616
3532,sh603617
3533,sh603618
3534,sh603619
3535,sh603626
3536,sh603628
3537,sh603629
3538,sh603630
3539,sh603633
3540,sh603636
3541,sh603637
3542,sh603638
3543,sh603639
3544,sh603648
3545,sh603650
3546,sh603655
3547,sh603656
3548,sh603657
3549,sh603658
3550,sh603659
3551,sh603660
3552,sh603661
3553,sh603662
3554,sh603663
3555,sh603665
3556,sh603666
3557,sh603667
3558,sh603668
3559,sh603669
3560,sh603676
3561,sh603677
3562,sh603678
3563,sh603679
3564,sh603680
3565,sh603681
3566,sh603683
3567,sh603685
3568,sh603686
3569,sh603687
3570,sh603688
3571,sh603689
3572,sh603690
3573,sh603693
3574,sh603696
3575,sh603697
3576,sh603698
3577,sh603699
3578,sh603700
3579,sh603701
3580,sh603703
3581,sh603706
3582,sh603707
3583,sh603708
3584,sh603709
3585,sh603711
3586,sh603712
3587,sh603713
3588,sh603716
3589,sh603717
3590,sh603718
3591,sh603721
3592,sh603722
3593,sh603725
3594,sh603726
3595,sh603727
3596,sh603728
3597,sh603729
3598,sh603730
3599,sh603733
3600,sh603737
3601,sh603738
3602,sh603739
3603,sh603757
3604,sh603758
3605,sh603766
3606,sh603767
3607,sh603768
3608,sh603773
3609,sh603776
3610,sh603777
3611,sh603778
3612,sh603779
3613,sh603787
3614,sh603788
3615,sh603789
3616,sh603790
3617,sh603797
3618,sh603798
3619,sh603799
3620,sh603800
